id,shift,title,short title,description,short description,update frequency,units,prefix,suffix,target direction of change,acceleration factor,driver type,status,chart min,chart max,start year,end year,source,last accessed date,methodology description,data file,repository,indicator type,benchmarks,data challenges,exponential,chart hide map,chart hide disagg,chart hide change
govt_asst_rd,Eliminate harmful subsidies and financing,Government support repurposed for sustainable agricultural research and technical assistance,Government support repurposed for sustainable agricultural research and technical assistance,,,,billion USD,$,B,incr,,Innovation,,0,40,,,Revising Public Agricultural Support to Mitigate Climate Change,,,govt_asst_rd.csv,public,driver,,,,1,1,1
govt_spt_tech,Scale up public finance for climate and nature,"Government investment in research, development, demonstration and early commercialization of low-carbon energy technologies, starting with research and development",Public investments on energy innovation supporting low-carbon energy technologies,,,,billion USD,$,B,incr,,Innovation,,0,50,,,"Spending on energy R&D by national governments and the European Union, 2014-2019",,,govt_spt_tech.csv,private,driver,,,,1,1,
green_hydro_prdctn,"Commercialize new solutions for cement, steel and plastics",Green hydrogen production,Green hydrogen production,,,,Mt,,,incr,2396.8,,Well Off Track,0,400,2000,,Hydrogen Projects Database,,,green_hydro_prdctn.csv,private,outcome,green_hydro_prdctn_2030;green_hydro_prdctn_2050,,likely,1,1,
green_hydro_prjct,"Commercialize new solutions for cement, steel and plastics",Number of green hydrogen projects globally to become operational,Green hydrogen projects becoming operational,,,,Number of projects,,,incr,,Innovation,,0,400,,,Hydrogen Projects Database,,,green_hydro_prjct.csv,public,driver,,,,1,1,
hmn_rght_mnrl,Ensure energy access and a just and equitable transition for all,Number of human rights allegations in critical minerals mining,Human rights allegations in critical minerals mining,,,,Number of allegations,,,decr,,Leadership,,0,80,,,"Transition Minerals Tracker",2022-06-16,,hmn_rght_mnrl.csv,public,driver,,,,1,1,
hmn_rght_mnrl,Transition to zero-carbon cars and trucks,Number of human rights allegations in critical minerals mining,Human rights allegations in critical minerals mining,,,,Number of allegations,,,decr,,Leadership,,0,,,,"Transition Minerals Tracker",2022-06-16,,hmn_rght_mnrl.csv,public,driver,,,,,1,
hrm_fsh_subs,Eliminate harmful subsidies and financing,Harmful fisheries subsidies,Harmful fisheries subsidies,,,,billion USD,$,B,decr,,,Cannot Calculate,0,50,,,A global dataset on subsidies to the fisheries sector,2022-06-15,,hrm_fsh_subs.csv,public,outcome,hrm_fsh_subs_2025,,unlikely,,1,1
imf_sdr,Scale up public finance for climate and nature,Allocation of IMF's Special Drawing Rights to low-income countries (excluding G20 countries),Allocation of Special Drawing Rights to low-income countries,,,,billion SDRs,,B,incr,,Leadership,,0,150,,,"Quarterly Report on IMF Finances for the Quarter Ended January 31, 2022;Quarterly Report on IMF Finances for the Quarter Ended January 31, 2021;Financial Statements for the Quarters Ended January 31, 2020, and 2019;Financial Statements for the Quarters Ended January 31, 2019, and 2018",,,imf_sdr.csv,public,driver,,,,1,1,
inst_clmt_cmt,Scale up private finance for climate and nature,Number of financial institutions that have committed to finance and invest in climate solutions,Financial institutions committed to finance and invest in climate solutions ,,,,Number of financial institutions,,,incr,,Innovation,,0,50,,,Private Financial Institutions’ Commitments to Paris Alignment,2022-05-17,,inst_clmt_cmt.csv,public,driver,,,,1,1,1
inst_clmt_fin,Scale up private finance for climate and nature,Capital committed by financial institutions toward climate solutions,Capital committed by financial institutions toward climate solutions,,,,trillion USD,$,T,incr,,Innovation,,0,8,,,Private Financial Institutions’ Commitments to Paris Alignment,2022-05-17,,inst_clmt_fin.csv,public,driver,,,,1,1,1
inst_nzt,Scale up private finance for climate and nature,Number of financial institutions with interim targets for 2025 or 2030 to achieve net-zero,Financial institutions with interim 2025 or 2030 targets for net-zero,,,,Number of financial institutions,,,incr,,Leadership,,0,200,,,Alliance Member Targets for 2025;INITIAL TARGET DISCLOSURE REPORT;Bank net zero commitments,2022-09-22,,inst_nzt.csv,public,driver,,,,1,1,1
instl_ht_pmp,Optimize building energy use,Number of installed heat pumps globally,Number of installed heat pumps globally,,,,million units installed,,,incr,,,Cannot Calculate,0,,,,"Installed heat pump stock by region and global Net Zero Scenario deployment, 2010-2030",2022-07-13,,instl_ht_pmp.csv,private,outcome,instl_ht_pmp_2030,,likely,1,1,
instlld_elctrlyzr_cpcty,"Commercialize new solutions for cement, steel and plastics",Total installed electrolyzer capacity,Total installed electrolyzer capacity,,,,GW,,,incr,1224.638,,Well Off Track,0,4000,,,Global Hydrogen Review;Global Hydrogen Review 2022,,,instlld_elctrlyzr_cpcty.csv,private,outcome,instlld_elctrlyzr_cpcty_2030;instlld_elctrlyzr_cpcty_2050,,likely,1,1,
intn_cbn_prc,Price greenhouse gas emissions and other environmental externalities,Number of companies with internal carbon prices (planned and implemented),Companies with internal carbon prices,,,,Number of companies,,,incr,,Leadership,,0,2500,,,Putting a Price on Carbon,2022-04-06,,intn_cbn_prc.csv,public,driver,,,,,,
invst_bldng_ee,Optimize building energy use,Annual investment in building energy efficiency,Annual investment in building energy efficiency,,,,billion USD,$,B,incr,,Regulation and Incentives,,0,,,,"Annual investment in building energy efficiency by region, 2014-2019",,,invst_bldng_ee.csv,public,driver,,,,1,1,
invst_bunker_stor,Transition to zero-carbon shipping and aviation,Number of companies investing in zero-emission fuel storage infrastructure,Companies investing in zero-emission fuel storage infrastructure,,,,Number of companies,,,incr,,Innovation,,0,40,,,Report on Climate Commitments by Signatories to the Call to Action for Shipping Decarbonization,,,invst_bunker_stor.csv,public,driver,,,,1,1,1
invst_dist_grid,"Modernize power grids, scale energy storage and manage power demand",Annual global investment in distribution grids,Annual global investment in distribution grids,,,,billion USD,$,B,incr,,Leadership,,0,210,,,World Energy Investment 2021,,,invst_dist_grid.csv,public,driver,,,,1,1,
invst_ee,Improve industrial energy efficiency,Annual investment in industrial energy efficiency,Annual investment in industrial energy efficiency,,,,billion USD,,B,decr,,Innovation,,0,50,,,Energy Efficiency 2018,,,invst_ee.csv,public,driver,,,,1,1,1
invst_smrt_tch,Optimize building energy use,Investment in smart technology,Investment in smart technology,,,,billion USD,$,B,incr,,Regulation and Incentives,,0,,,,"Investment in smart grids by technology area, 2014-2019",,,invst_smrt_tch.csv,public,driver,,,,1,,
invst_trnsmsn_infra,"Modernize power grids, scale energy storage and manage power demand",Annual global investment in transmission grids,Annual global investment in transmission grids,,,,billion USD,$,B,incr,,Leadership,,0,110,,,World Energy Investment 2021,,,invst_trnsmsn_infra.csv,public,driver,,,,1,1,
job_effcncy_cnstrct,Optimize building energy use,Number of jobs in energy efficiency programs for construction,Jobs in energy efficiency programs for construction,,,,Millions of jobs,,,incr,,Leadership,,0,2.5,,,World Energy Employment Report,,,job_effcncy_cnstrct.csv,public,driver,,,,1,1,1
job_hybrd_cmmrc,Transition to zero-carbon cars and trucks,Number of jobs in electric vehicle manufacturing and supply chains,Jobs in electric vehicle manufacturing and supply chains,,,,Millions of jobs,,,incr,,Leadership,,0,,,,World Energy Employment Report,,,job_hybrd_cmmrc.csv,public,driver,,,,1,1,1
jobs_effcncy,"Modernize power grids, scale energy storage and manage power demand",Number of jobs in energy efficiency,Jobs in energy efficiency,,,,Millions of jobs,,M,incr,,Leadership,,0,,,,World Energy Employment Report,,,jobs_effcncy.csv,public,driver,,,,1,1,1
jobs_re_indstry,Rapidly scale up zero-carbon electricity generation,Number of jobs in renewable energy industry,Jobs in renewable energy industry,,,,Millions of jobs,,,incr,,Leadership,,0,,,,Employment Time Series,2022-06-30,,jobs_re_indstry.csv,public,driver,,,,,1,
jrsdctn_clmt_dscls,"Measure, disclose and manage climate- and nature-related financial risks",Number of countries that have planned or set TCFD-aligned regulatory rules and mandate corporate climate/sustainability disclosures and reporting,Countries setting mandatory climate or sustainability disclosure requirements,,,,Number of countries,,,incr,,Strong institutions,,0,40,,,Task Force on Climate-related Financial Disclosures 2021 Status Report;Task Force on Climate-related Financial Disclosures 2022 Status Report,,,jrsdctn_clmt_dscls.csv,public,driver,,,,1,1,
jrsdctn_ice_trgt,Transition to zero-carbon cars and trucks,Jurisdictions with internal combustion engine vehicle phase-out targets,Jurisdictions with ICE vehicle phase out targets,,,,Number of jurisdictions,,,incr,,Regulation and Incentives,,0,20,,,Update on Government Targets for Phasing out New Sales of Internal Combustion Engine Passenger Cars,,,jrsdctn_ice_trgt.csv,public,driver,,,,1,1,
jrsdctn_plcy_biofl,Transition to zero-carbon shipping and aviation,Number of jurisdictions with policies supporting the development of advanced biofuels,Jurisdictions with policies supporting advanced biofuel development,,,,Number of jurisdictions,,,incr,,Regulation and Incentives,,0,10,,,Biofuels - Policy,,,jrsdctn_plcy_biofl.csv,private,driver,,,,1,1,1
jrsdctn_txnmy,Scale up private finance for climate and nature,Number of countries covered by a sustainable or green taxonomy,Countries covered by a sustainable or green taxonomy,,,,Number of countries,,,incr,,Strong institutions,,0,60,,,Sustainable Taxonomy development worldwide;Developing Sustainable Finance Definitions and Taxonomies,,,jrsdctn_txnmy.csv,public,driver,,,,1,1,1
jrsdctn_zev_sale_mndt,Transition to zero-carbon cars and trucks,Jurisdictions with zero-emission vehicle sales mandates,Jurisdictions with ZEV sales mandates,,,,Number of jurisdictions,,,incr,,Regulation and Incentives,,0,50,,,Global EV Policy Explorer,,,jrsdctn_zev_sale_mndt.csv,private,driver,,,,1,1,
km_rpd_trans,"Shift to public, shared and non-motorized transport","Number of kilometers of rapid transit per 1,000,000 inhabitants (in the top 50 emitting cities)","Rapid transit per 1,000,000 inhabitants",,,,"km/1,000,000 inhabitants",,,incr,5.5,,Well Off Track,0,40,,,Rapid Transit Database,2022-04-08,,km_rpd_trans.csv,public,outcome,km_rpd_trans_2030,,unlikely,1,1,1
lby_fsl,Eliminate harmful subsidies and financing,"Corporate spending on anti-climate lobbying, starting with fossil fuel lobbying",Corporate spending on anti-climate lobbying,,,,million USD,$,M,decr,,Strong institutions,,0,,,,Fossil fuel big five 'spent €251m lobbying EU' since 2010;Lobbying,,,lby_fsl.csv,public,driver,,,,,1,
mbl_agnt,Extend economic and financial inclusion to underserved and marginalized groups,"Number of registered mobile money agent outlets per 1,000 square kilometers",Geographic presence of mobile money agent outlets,,,,Number of registered mobile money agent outlets/1000 km2,,,incr,,Innovation,,0,,,,Financial Access Survey,,,mbl_agnt.csv,public,driver,,,,,1,
mdl_split_mode,"Guarantee access to safe, resilient transport and shelter",Modal split by mode,Modal split by mode,,,,%,,%,incr,10.601,,Well Off Track,0,,,,New Energy Outlook 2020,2022-08-10,,mdl_split_mode.csv,private,outcome,mdl_split_mode_2030,,unlikely,,1,
methn_emssn,Reduce methane emissions from oil and gas operations as they are phased down,Methane emissions from oil and gas,Methane emissions from oil and gas,,,,MtCH4,,,decr,-8.931,,Wrong Direction,0,100,,,Global Methane Tracker 2022,,,methn_emssn.csv,private,outcome,methn_emssn_2030,,possible,1,,
methn_satellt_dplyd,Reduce methane emissions from oil and gas operations as they are phased down,Number of methane detection satellites deployed or planned,Methane detection satellites deployed or planned,,,,Number of methane detection satellites,,,incr,,Innovation,,0,40,,,"MERLIN (Methane Remote Sensing Lidar Mission) Minisatellite;MethaneSAT;GHGSAT;ExxonMobil and Scepter, Inc. to deploy satellite technology for real-time methane emissions detection",2022-07-22,,methn_satellt_dplyd.csv,public,driver,,,,1,1,1
mkt_vlu_ets,Price greenhouse gas emissions and other environmental externalities,Total market value of carbon trading via emissions trading systems,Total market value of carbon trading via ETS,,,,billion USD,$,B,incr,,Innovation,,0,1000,,,Carbon Market Year in Review 2021,2022-05-17,,mkt_vlu_ets.csv,public,driver,,,,1,1,
mnfctr_enrgy_intnsty,Improve industrial energy efficiency,Final energy use per unit of manufacturing output,Final energy use per unit of manufacturing output,,,,GJ/tonne crude steel cast,,,incr,,,Cannot Calculate,0,25,,,Sustainable Steel - Sustainability Indicators 2021 and our sustainability journey,,,mnfctr_enrgy_intnsty.csv,public,outcome,,,unlikely,1,1,1
natrl_gas_flard,Reduce methane emissions from oil and gas operations as they are phased down,Volume of fossil gas flared,Volume of fossil gas flared,,,,billion m3,,,decr,-19.26,,Wrong Direction,0,,,,Statistical Review of World Energy,2022-07-22,,natrl_gas_flard.csv,public,outcome,natrl_gas_flard_2030,,unlikely,1,1,
no_ets,Price greenhouse gas emissions and other environmental externalities,Number of countries covered by emissions trading systems and carbon taxes,Countries covered by ETS and carbon taxes,,,,Number of countries,,,incr,,Innovation,,0,50,,,Carbon Pricing Dashboard,,,no_ets.csv,public,driver,,,,1,1,
no_fin_inst_ncfa,Scale up private finance for climate and nature,Number of financial institutions joining the Natural Capital Finance Alliance and the Finance for Biodiversity Pledge,Financial institutions joining nature finance coalitions,,,,Number of financial institutions,,,incr,,Leadership,,0,160,,,National Capital Finance Alliance;Signatories,2022-05-16,,no_fin_inst_ncfa.csv,public,driver,,,,1,1,1
no_org_gri,"Measure, disclose and manage climate- and nature-related financial risks",Number of corporations (non-financial and financial) and other organizations reporting on their biodiversity impacts using Global Reporting Initiative's Biodiversity standard,Corporations and other organizations reporting on their biodiversity impacts,,,,Number of corporations,,,incr,,Leadership,,0,2500,,,Biodiversity crisis emphasizes need for corporate transparency,,,no_org_gri.csv,public,driver,,,,1,1,1
out_durtn_cntry,Ensure energy access and a just and equitable transition for all,Average outage duration per customer by country,Average outage duration per customer,,,,,,,decr,,,Cannot Calculate,0,,,,System average interruption duration index (SAIDI),,,out_durtn_cntry.csv,public,outcome,,,unlikely,,1,1
out_frqncy_cntry,Ensure energy access and a just and equitable transition for all,Average frequency of outages per customer by country,Average frequency of outages per customer,,,,,,,decr,,,Cannot Calculate,0,,,,System average interruption frequency index (SAIFI),,,out_frqncy_cntry.csv,public,outcome,,,unlikely,,1,1
pa_sign_ndc,Reduce methane emissions from oil and gas operations as they are phased down,Number of countries committing to methane reduction under the Paris Agreement,Countries committing to methane reduction under the Paris Agreement,,,,Number of countries,,,incr,,Strong institutions,,0,100,,,The State of Nationally Determined Contributions: 2022,,,pa_sign_ndc.csv,public,driver,,,,1,1,1
pblc_chrgng_sttn,Transition to zero-carbon cars and trucks,Public charging stations,Public charging stations,,,,Thousands of chargers,,,incr,,Innovation,,0,1800,,,Global EV Outlook 2022,,,pblc_chrgng_sttn.csv,private,driver,,,,,,
pblc_fnc_fsl,Eliminate harmful subsidies and financing,Public financing for fossil fuels,Public financing for fossil fuels,,,,billion USD,$,B,decr,4.7,,Well Off Track,0,1400,,,Fossil Fuel Subsidy Tracker;Public Finance for Energy Database;Doubling Back and Doubling Down: G20 scorecard on fossil fuel funding,2022-04-29,,pblc_fnc_fsl.csv,public,outcome,pblc_fnc_fsl_2030,,unlikely,1,1,
percent_ngfs,"Measure, disclose and manage climate- and nature-related financial risks",Percent of NGFS members that have implemented or are in the process of implementing climate-related risk assessments,Central banks and financial supervisors implementing climate-related risk assessments,,,,%,,%,incr,,Leadership,,0,100,,,Progress report on the Guide for Supervisors,,,percent_ngfs.csv,public,driver,,,,1,1,1
percent_rsk_ngfs,"Measure, disclose and manage climate- and nature-related financial risks",Percent of NGFS members that have implemented or are in the process of implementing environmental risk assessments,Central banks and financial supervisors implementing environmental risk assessments,,,,%,,%,incr,,Leadership,,0,50,,,Progress report on the Guide for Supervisors,,,percent_rsk_ngfs.csv,public,driver,,,,1,1,1
pop_acc,Extend economic and financial inclusion to underserved and marginalized groups,Percent of population aged 15+ with a financial account,Adult population possessing a financial account,,,,%,,%,incr,1.374,,Off Track,0,,,,Global Findex Database 2021,,,pop_acc.csv,public,outcome,pop_acc_2030,,unlikely,,1,
pop_accss_trns,Adopt land use strategies that limit urban expansion and increase accessibility,Share of urban population within the access zone (e.g. 500m) to public transport in the city,Urban population within the access zone to public transport in the city,,,,%,,,incr,,,Cannot Calculate,0,,,,"Make Cities and Human Settlements Inclusive, Safe, Resilient and Sustainable",2022-07-20,,pop_accss_trns.csv,public,outcome,pop_accss_trns_2030,,unlikely,1,1,
pop_brrw_fin,Extend economic and financial inclusion to underserved and marginalized groups,Percent of population aged 15+ that borrowed from a formal financial institution in the past year,Adult population with loans from a financial institution,,,,%,,%,incr,,Behavior change,,0,50,,,Global Findex Database 2021,2022-06-30,,pop_brrw_fin.csv,public,driver,,,,,1,
pop_dnsty_mtro,Adopt land use strategies that limit urban expansion and increase accessibility,Population density in metropolitan areas,Population density in metropolitan areas,,,,Number of inhabitants/km2,,%,incr,,,Cannot Calculate,0,,,,Metropolitan areas,2022-07-20,,pop_dnsty_mtro.csv,public,outcome,,,unlikely,,1,1
pop_gov_trnsfr,Extend economic and financial inclusion to underserved and marginalized groups,Percent of population aged 15+ that received government transfers in the past year,Adult population that received government transfers,,,,%,,%,incr,,Strong institutions,,0,50,,,Global Findex Database 2021,2022-06-30,,pop_gov_trnsfr.csv,public,driver,,,,,1,
pop_ict,Extend economic and financial inclusion to underserved and marginalized groups,Percent of people with access to information and communication technologies,Population with access to information and communication technologies,,,,%,,%,incr,,Leadership,,0,100,,,Individuals using the Internet (% of population),2022-02-17,,pop_ict.csv,public,driver,,,,1,1,
pop_svng_fin,Extend economic and financial inclusion to underserved and marginalized groups,Percent of population aged 15+ with savings in a financial institution in the past year,Adult population with savings in a financial institution,,,,%,,%,incr,10.960,,Well Off Track,0,,,,Global Findex Database 2021,,,pop_svng_fin.csv,public,outcome,pop_svng_fin_2030,,unlikely,,1,
pop_wo_accss_elctrcty,Ensure energy access and a just and equitable transition for all,Population without access to electricity,Population without access to electricity,,,,Millions of people,,,decr,1.6,,Off Track,0,1400,,,Tracking SDG7: The Energy Progress Report 2022,2022-02-17,,pop_wo_accss_elctrcty.csv,public,outcome,pop_wo_accss_elctrcty_2030,,unlikely,,1,
priv_bio_fin,Scale up private finance for climate and nature,Total finance for biodiversity (focus on private),Total finance for biodiversity (focus on private),,,,billion USD,$,B,incr,,,Cannot Calculate,0,250,,,A Comprehensive Overview of Global Biodiversity Finance,,,priv_bio_fin.csv,public,outcome,priv_bio_fin_2030,,unlikely,1,,
priv_fin_flow,Scale up private finance for climate and nature,Private climate finance flows,Private climate finance flows,,,,trillion USD/year,$,T,incr,12.6,,Well Off Track,0,4,,,Global Landscape of Climate Finance 2021,,,priv_fin_flow.csv,public,outcome,priv_fin_flow_2030;priv_fin_flow_2050,,unlikely,1,1,
priv_nbs_flow,Scale up private finance for climate and nature,Total finance for nature-based solutions (focus on private),Total finance for nature-based solutions (focus on private),,,,billion USD,$,B,incr,,,Cannot Calculate,0,600,,,State of Finance for Nature,,,priv_nbs_flow.csv,public,outcome,priv_nbs_flow_2030;priv_nbs_flow_2050,,unlikely,1,1,1
prjct_steel_onln,"Commercialize new solutions for cement, steel and plastics",Number of low-carbon steel projects planned to become operational,Low-carbon steel projects planned to become operational,,,,Number of projects,,,incr,,Innovation,,0,12,,,Green Steel Tracker;Forthcoming report,,,prjct_steel_onln.csv,public,driver,,,,1,1,
prjct_steel_unbtd,"Commercialize new solutions for cement, steel and plastics",Number of announced low-carbon steel projects,Announced low-carbon steel projects,,,,Number of projects,,,incr,,Innovation,,0,60,,,Green Steel Tracker,,,prjct_steel_unbtd.csv,public,driver,,,,1,1,
pub_bio_fin,Scale up public finance for climate and nature,Total finance for biodiversity (focus on public),Total finance for biodiversity (focus on public),,,,billion USD,$,B,incr,,,Cannot Calculate,0,,,,A Comprehensive Overview of Global Biodiversity Finance,,,pub_bio_fin.csv,public,outcome,pub_bio_fin_2030,,unlikely,1,,
pub_fin_flow,Scale up public finance for climate and nature,Public climate finance flows,Public climate finance flows,,,,trillion USD/year,$,T,incr,10.8,,Well Off Track,0,2.7,,,Global Landscape of Climate Finance 2021,,,pub_fin_flow.csv,public,outcome,pub_fin_flow_2030;pub_fin_flow_2050,,unlikely,1,1,
priv_flow_dvlp,Scale up private finance for climate and nature,Total climate finance flows to developing countries (focus on private),Total climate finance flows to developing countries (focus on private),,,,billion USD,$,B,incr,0.572,,Off Track,0,200,,,Climate Finance Provided and Mobilised by Developed Countries,,,pub_flow_dvlp.csv,public,outcome,priv_flow_dvlp_2025,,unlikely,1,,
pub_flow_dvlp,Scale up public finance for climate and nature,Total climate finance flows to developing countries (focus on public),Total climate finance flows to developing countries (focus on public),,,,billion USD,$,B,incr,0.572,,Off Track,0,200,,,Climate Finance Provided and Mobilised by Developed Countries,,,pub_flow_dvlp.csv,public,outcome,pub_flow_dvlp_2025,,unlikely,1,,
pub_nbs_flow,Scale up public finance for climate and nature,Total finance for nature-based solutions (focus on public),Total finance for nature-based solutions (focus on public),,,,billion USD,$,B,incr,,,Cannot Calculate,0,600,,,State of Finance for Nature,,,pub_nbs_flow.csv,public,outcome,pub_nbs_flow_2030;pub_nbs_flow_2050,,unlikely,1,1,
pvt_fnc_fsl,Eliminate harmful subsidies and financing,Private financing for fossil fuels,Private financing for fossil fuels,,,,billion USD,$,B,decr,20.2,,Well Off Track,0,1000,,,Banking on Climate Chaos: Fossil Fuel Finance Report 2022,,,pvt_fnc_fsl.csv,public,outcome,pvt_fnc_fsl_2030,,unlikely,1,,
rail_ntwrk_lngth,Reduce avoidable vehicle and air travel,Conventional and high-speed rail network length,Conventional and high-speed rail network length,,,,thousand km,,,incr,,Innovation,,0,1400,,,"Conventional rail track length in selected regions, 1995-2016",,,rail_ntwrk_lngth.csv,private,driver,,,,1,1,1
ratio_clnkr_cmnt,"Commercialize new solutions for cement, steel and plastics",Clinker-to-cement ratio,Clinker-to-cement ratio,,,,%,,%,decr,,Innovation,,0,100,,,GNR 2.0 – GCCA in Numbers,2022-07-08,,ratio_clnkr_cmnt.csv,public,driver,,,,1,1,
ratio_re_fossil,Rapidly scale up zero-carbon electricity generation,Ratio of investment in renewables vs. fossil fuels,Ratio of investment in renewables vs. fossil fuels,,,,Ratio,,,incr,,Regulation and Incentives,,0,5,,,World Energy Investment 2022 Datafile,,,ratio_re_fossil.csv,private,driver,,,,1,1,
re_cpcty_add,Rapidly scale up zero-carbon electricity generation,Annual capacity additions of renewable energy,Annual capacity additions of renewable energy,,,,GW,,,incr,,,Cannot Calculate,0,,,,What are the latest trends in renewable energy?,2022-07-20,,re_cpcty_add.csv,public,outcome,,,unlikely,1,,
re_cpcty_pcap,Rapidly scale up zero-carbon electricity generation,Renewable electricity capacity per capita in developing vs. developed countries,Renewable electricity capacity in developing vs. developed countries,,,,%,,%,incr,,,Cannot Calculate,0,100,,,"What are the latest trends in renewable energy?;Population, total",,,re_cpcty_pcap.csv,public,outcome,,,unlikely,1,1,
rvnu_rcycl,Price greenhouse gas emissions and other environmental externalities,"Amount of revenue recycling from direct carbon pricing schemes recycled for environmental and equity goals, including ameliorating impacted communities and mitigating climate change",Carbon revenue recycled for environmental and equity goals,,,,billion USD,$,B,incr,,Regulation and Incentives,,0,60,,,Global carbon accounts in 2021;Les Comptes Mondiaux du Carbone en 2020 (Global Carbon Accounts in 2020);Les Comptes Mondiaux du Carbone en 2019 (Global Carbon Accounts in 2019);Les Comptes Mondiaux du Carbone en 2018 (Global Carbon Accounts in 2018),2022-04-28,,rvnu_rcycl.csv,public,driver,,,,,,
share_accss_pblc_trns,Guarantee reliable access to safe and modern mobility,Population with safe and convenient access to public transport and infrastructure,Population with access to public transport and infrastructure,,,,%,,%,incr,,Strong institutions,,0,100,,,SDG Reports Statistical Annex 2022 - Indicator 11.2.1 ,,,share_accss_pblc_trns.csv,public,driver,,,,1,1,
share_asst_nzt,Scale up private finance for climate and nature,"Assets under management that are aligned with achieving net-zero emissions by 2050, beginning with institutional investors","Assets aligned with net-zero by 2050, beginning with institutional investors",,,,trillion USD,$,T,incr,,Leadership,,0,10,,,Net-Zero Asset Managers Initiative Progress Report;The second progress report of the Net-zero Asset Owner Alliance,,,share_asst_nzt.csv,public,driver,,,,1,1,1
share_avtn_spply,Transition to zero-carbon shipping and aviation,Share of sustainable aviation fuels in global aviation fuel supply,Share of sustainable aviation fuels in global aviation fuel supply,,,,%,,%,incr,,,Well Off Track,0,100,,,Waypoint 2050,2021-09-01,,share_avtn_spply.csv,public,outcome,share_avtn_spply_2030;share_avtn_spply_2050,,likely,1,1,1
share_coal_elc_gnrtn,Phase out unabated coal and fossil gas electricity generation,Share of unabated coal in electricity generation,Unabated coal in electricity generation,,,,%,,%,decr,6.2,,Well Off Track,0,50,,,World Energy Balances: Overview,,,share_coal_elc_gnrtn.csv,private,outcome,share_coal_elc_gnrtn_2030;share_coal_elc_gnrtn_2040;share_coal_elc_gnrtn_2050,,possible,1,1,
share_elctrcty_indstry_enrgy,Electrify industry,Share of electricity in the industry sector's final energy demand,Share of electricity in the industry sector's final energy demand,,,,%,,%,incr,1.73,,Off Track,0,60,,,World Energy Balances: Overview,,,share_elctrcty_indstry_enrgy.csv,private,outcome,share_elctrcty_indstry_enrgy_2030;share_elctrcty_indstry_enrgy_2040;share_elctrcty_indstry_enrgy_2050,,possible,1,1,
share_emsns_prcd,Price greenhouse gas emissions and other environmental externalities,Share of GHG emission covered by carbon prices consistent with 1.5-degrees-C pathway,GHG emissions covered by carbon prices consistent with a 1.5°C pathway,,,,%,,%,incr,,,Cannot Calculate,0,100,,,Carbon Pricing Dashboard,,,share_emsns_prcd.csv,public,outcome,,,unlikely,1,1,
share_ev_bus_sale,Transition to zero-carbon cars and trucks,Share of battery electric vehicles and fuel cell electric vehicles in bus sales,BEVs and FCEVs in bus sales,,,,%,,%,incr,16.7,,Off Track,0,,,,Electric Vehicle Outlook 2022,,,share_ev_bus_sale.csv,private,outcome,share_ev_bus_sale_2030;share_ev_bus_sale_2050,,likely,1,1,
share_ev_hdv_sale,Transition to zero-carbon cars and trucks,Share of battery electric vehicles and fuel cell electric vehicles in medium- and heavy-duty commercial vehicle sales,BEVs and FCEVs in medium and heavy duty vehicle sales,,,,%,,%,incr,,,Well Off Track,0,100,,,Electric Vehicle Outlook 2022,,,share_ev_hdv_sale.csv,private,outcome,share_ev_hdv_sale_2030;share_ev_hdv_sale_2050,,likely,1,1,1
share_ev_ldv_flt,Transition to zero-carbon cars and trucks,Share of electric vehicles in the light-duty vehicle fleet,EVs in light-duty vehicle fleet,,,,%,,%,incr,12.1,,Well Off Track,0,,,,Electric Vehicle Outlook 2022,,,share_ev_ldv_flt.csv,private,outcome,share_ev_ldv_flt_2030;share_ev_ldv_flt_2050,,likely,1,1,
share_ev_ldv_sale,Transition to zero-carbon cars and trucks,Share of electric vehicles in light-duty vehicle sales,EVs in light-duty vehicle sales,,,,%,,%,incr,5,,Off Track,0,100,,,Electric Vehicle Outlook 2022,,,share_ev_ldv_sale.csv,private,outcome,share_ev_ldv_sale_2030;share_ev_ldv_sale_2035,,likely,1,1,
share_gas_pwr_gnrtn,Phase out unabated coal and fossil gas electricity generation,Share of unabated fossil gas in electricity generation,Unabated fossil gas in electricity generation,,,,%,,%,decr,-4.48,,Wrong Direction,0,30,,,World Energy Balances: Overview,,,share_gas_pwr_gnrtn.csv,private,outcome,share_gas_pwr_gnrtn_2030;share_gas_pwr_gnrtn_2040;share_gas_pwr_gnrtn_2050,,possible,1,1,
share_meps,Optimize building energy use,Number & stringency of building appliances that have mandatory Minimum Efficiency Performance Standards (MEPS),Building appliances with mandatory MEPS,,,,Number of building appliances,,,incr,,Regulation and Incentives,,0,,,,"Final residential energy use covered by mandatory minimum energy performance standards (MEPS), 2000-2021",,,share_meps.csv,public,driver,,,,1,,
share_org_inorg_waste,Rapidly scale up zero waste outcomes in cities,Share of organic and inorganic wastes,Share of organic and inorganic wastes,,,,%,,%,incr,,,Cannot Calculate,0,,,,What A Waste Global Database,,,share_org_inorg_waste.csv,public,outcome,,,,,,
share_re_elec_cpcty,Rapidly scale up zero-carbon electricity generation,Renewables share of total capacity,Renewables share of total capacity,,,,%,,%,incr,,,Cannot Calculate,0,50,,,Renewable Capacity Statistics 2022,,,share_re_elec_cpcty.csv,public,outcome,,,likely,,1,
