year,geo,value
1996,HRV,6.775775232
1997,HRV,6.588914032
1998,HRV,6.762855252
1999,HRV,7.326627939
2000,HRV,8.8509612
2001,HRV,9.530109863
2002,HRV,10.93403719
2003,HRV,11.11609235
2004,HRV,10.95423263
2005,HRV,10.61090279
2006,HRV,10.22559575
2007,HRV,9.907354125
2008,HRV,9.326428272
2009,HRV,9.351343852
2010,HRV,9.958164544
2011,HRV,9.229034983
2012,HRV,8.779701363
2013,HRV,9.444250927
2014,HRV,10.37996096
2015,HRV,10.80751314
2016,HRV,10.96231827
2017,HRV,11.03538967
2018,HRV,10.96543935
2019,HRV,10.85811684
2020,HRV,10.52608785
1994,HUN,6.811658311
1995,HUN,6.951283087
1996,HUN,7.216148244
1997,HUN,7.646508707
1998,HUN,8.950639317
1999,HUN,8.293474768
2000,HUN,7.497265502
2001,HUN,7.12209348
2002,HUN,6.968627087
2003,HUN,7.105358938
2004,HUN,7.8925773
2005,HUN,7.693036836
2006,HUN,8.106435234
2007,HUN,7.397315873
2008,HUN,7.608825095
2009,HUN,7.463949916
2010,HUN,7.765879344
2011,HUN,7.554232854
2012,HUN,7.356234898
2013,HUN,7.069282006
2014,HUN,6.167956501
2015,HUN,7.050367237
2016,HUN,7.174512125
2017,HUN,7.119540207
2018,HUN,6.963682006
2019,HUN,6.710500986
2020,HUN,6.932735364
2005,IND,18.54760556
2006,IND,15.37524505
2007,IND,12.63601444
2008,IND,13.94547052
2009,IND,15.26288494
2010,IND,13.83494349
2011,IND,16.35977422
2012,IND,13.5236454
2013,IND,13.70709406
2014,IND,13.1111164
2015,IND,15.58053117
2016,IND,19.4035966
2017,IND,16.54347784
2018,IND,17.46748987
1994,IRL,9.178591553
1995,IRL,9.281034425
1996,IRL,9.246050513
1997,IRL,9.254545287
1998,IRL,9.375531372
1999,IRL,9.475549379
2000,IRL,8.920568737
2001,IRL,7.94542075
2002,IRL,8.154924856999997
2003,IRL,7.947228406
2004,IRL,8.295228315
2005,IRL,8.24766566
2006,IRL,7.715236933
2007,IRL,7.934385001999999
2008,IRL,7.918561892
2009,IRL,8.064200679000002
2010,IRL,8.308489883094715
2011,IRL,8.214979337274524
2012,IRL,7.748515869339791
2013,IRL,7.866584041781829
2014,IRL,7.7616947062529835
2015,IRL,7.585535299794974
2016,IRL,7.342728594039237
2017,IRL,6.726643341198679
2018,IRL,6.414400251566825
2019,IRL,5.781473181175739
2020,IRL,5.288268496574952
1994,ISL,10.85576217
1995,ISL,9.537271487
1996,ISL,9.795327526
1997,ISL,9.669677717
1998,ISL,10.78847122
1999,ISL,10.41266081
2000,ISL,9.765769035
2001,ISL,8.542532078
2002,ISL,7.5556794410000006
2003,ISL,7.9855589490000005
2004,ISL,8.050807366
2005,ISL,8.03179459
2006,ISL,7.2544332140000005
2007,ISL,7.18674279
2008,ISL,6.173868513000001
2009,ISL,6.179035028999999
2010,ISL,6.342702409318468
2011,ISL,6.131245274430859
2012,ISL,6.21748230496403
2013,ISL,5.723481218367146
2014,ISL,5.382642955428184
2015,ISL,5.519392761619586
2016,ISL,3.772526527888382
2017,ISL,5.50796071498535
2018,ISL,4.956607244429293
2019,ISL,4.783047737636595
2020,ISL,4.3719768745207706
1995,ISR,7.926361101
1996,ISR,8.056381286
1997,ISR,7.686857926
1998,ISR,7.491799784
1999,ISR,7.748271926
2000,ISR,7.485810793
2001,ISR,7.222122192
2002,ISR,7.506381801
2003,ISR,7.802682331
2004,ISR,8.591014374
2005,ISR,8.562338798
2006,ISR,8.517630566
2007,ISR,8.6045111
2008,ISR,9.15497759
2009,ISR,9.763935905
2010,ISR,10.35441524
2011,ISR,9.796230088
2012,ISR,9.44822622
2013,ISR,8.928714666
2014,ISR,9.279125424
2015,ISR,8.623766469
2016,ISR,9.604284872
2017,ISR,8.009255308
2018,ISR,8.272958645
1994,ITA,9.196387731
1995,ITA,9.296538275
1996,ITA,8.617830491
1997,ITA,8.361563726
1998,ITA,8.349858687
1999,ITA,8.311606667
2000,ITA,7.617262113
2001,ITA,7.375870917
2002,ITA,7.414032372
2003,ITA,7.514937603
2004,ITA,7.266682465
2005,ITA,7.453995367
2006,ITA,7.107914871
2007,ITA,6.578674561
2008,ITA,6.20540137
2009,ITA,6.692918521
2010,ITA,6.762865639
2011,ITA,7.360713561
2012,ITA,8.013707958
2013,ITA,7.879621263
2014,ITA,8.302133691
2015,ITA,7.9698673
2016,ITA,8.37853226
2017,ITA,7.927899026
2018,ITA,8.007924179
2019,ITA,7.782858834
2020,ITA,7.214519873
1994,JAM,2.641566303
1995,JAM,2.375655163
1996,JAM,2.411437659
1997,JAM,2.005620448
1998,JAM,3.325562741
1999,JAM,3.27150565
2000,JAM,3.134614002
2001,JAM,3.156100023
2002,JAM,2.324649239
2003,JAM,1.511288711
2004,JAM,1.241837687
2005,JAM,1.746325892
2006,JAM,1.589486041
2007,JAM,1.437918111
2008,JAM,1.317820452
2009,JAM,1.277048933
2010,JAM,1.841163635
2011,JAM,2.30239538
2012,JAM,2.111674718
2013,JAM,3.087694271
2014,JAM,3.145610835
2015,JAM,3.01192805
2016,JAM,3.371812971
2017,JAM,4.344634236
2018,JAM,4.361742742
2019,JAM,4.463635471
1994,JPN,6.439170306
1995,JPN,6.346064824
1996,JPN,6.424369033
1997,JPN,6.238199878
1998,JPN,6.45174442
1999,JPN,6.694288005
2000,JPN,6.473879492999999
2001,JPN,6.556075964
2002,JPN,6.849327649
2003,JPN,6.942774193999999
2004,JPN,6.696106225000001
2005,JPN,6.405856903
2006,JPN,6.094474782000001
2007,JPN,5.892146666
2008,JPN,5.794241662
2009,JPN,6.187024771
2010,JPN,5.816828283
2011,JPN,5.555941373
2012,JPN,5.3467661050961155
2013,JPN,5.028852819643251
2014,JPN,4.512995390743454
2015,JPN,4.317648352799961
2016,JPN,4.299081405446752
2017,JPN,4.116388232562413
2018,JPN,4.048506810935477
2019,JPN,3.930281742356382
2020,JPN,5.965397437981858
1998,KAZ,6.450049938
1999,KAZ,3.849610387
2000,KAZ,4.408894831
2001,KAZ,1.933142201
2002,KAZ,2.503094736
2003,KAZ,3.600404276
2004,KAZ,10.26224224
2005,KAZ,8.183256994
2006,KAZ,3.097532003
2007,KAZ,3.83418649
2008,KAZ,2.892126413
2009,KAZ,5.43411574
2010,KAZ,4.422699218
2011,KAZ,3.602731116
2012,KAZ,3.830788301
2013,KAZ,4.006348175
2014,KAZ,3.455291973
2015,KAZ,3.948978872
2016,KAZ,4.502004821
2017,KAZ,5.176105389
2018,KAZ,5.060257634
2019,KAZ,5.268054427
2001,KEN,20.76804333
2002,KEN,20.52544865
2003,KEN,18.72662975
2004,KEN,18.40102756
2005,KEN,16.94715963
2006,KEN,16.50493358
2007,KEN,16.05855434
2008,KEN,13.69821296
2009,KEN,14.23545361
2010,KEN,13.99852252
2011,KEN,12.20960812
2012,KEN,10.77816088
2013,KEN,10.19241699
2014,KEN,11.91172632
2015,KEN,11.18620171
2016,KEN,11.63159051
2017,KEN,12.99949195
2018,KEN,12.97183219
2019,KEN,13.51467785
1994,KOR,8.940960978
1995,KOR,9.679523557
1996,KOR,10.87583679
1997,KOR,11.77944657
1998,KOR,12.2422764
1999,KOR,12.14498945
2000,KOR,11.71313626
2001,KOR,12.5982795
2002,KOR,11.40505615
2003,KOR,11.17818307
2004,KOR,10.92238544
2005,KOR,11.77141573
2006,KOR,10.87702555
2007,KOR,10.93728265
2008,KOR,10.61376808
2009,KOR,9.908332123
2010,KOR,11.23478687
2011,KOR,11.29939117
2012,KOR,11.50153539
2013,KOR,11.35411969
2014,KOR,11.38780608
1994,LCA,0.308677357
1995,LCA,0.312954508
1996,LCA,0.428245728
1997,LCA,0.928151667
1998,LCA,1.400099737
1999,LCA,1.662555666
2000,LCA,2.1730665
2001,LCA,2.10342686
2002,LCA,1.15031853
2003,LCA,1.618177437
2004,LCA,1.7131291
2005,LCA,1.688761214
2006,LCA,2.054017419
2007,LCA,2.078607993
2008,LCA,3.130965709
2009,LCA,2.716325568
2010,LCA,2.55953631
2011,LCA,2.416846538
2012,LCA,2.253118093
2013,LCA,2.341359315
2014,LCA,2.38651074
2015,LCA,2.850736233
2016,LCA,3.604234729
2017,LCA,4.656746548
2018,LCA,4.893125534
2019,LCA,5.674051079
1998,LIE,1.084482492
1999,LIE,1.023233403
2000,LIE,0.927469803
2001,LIE,0.916507179
2002,LIE,0.991235367
2003,LIE,1.051939542
2004,LIE,1.077633576
2005,LIE,1.038987785
2006,LIE,0.979273581
2007,LIE,0.9264069260000001
1995,LTU,7.658203273
1996,LTU,7.974806209
1997,LTU,8.080318876
1998,LTU,8.692284147
1999,LTU,9.19317886
2000,LTU,8.143009377
2001,LTU,8.942040518
2002,LTU,9.984437931
2003,LTU,9.754302863
2004,LTU,9.40754225
2005,LTU,7.944439863
2006,LTU,6.051091921
2007,LTU,5.894282439
2008,LTU,5.33689067
2009,LTU,6.663053907
2010,LTU,6.604691531
2011,LTU,6.53466046
2012,LTU,6.399381916
2013,LTU,6.651137923
2014,LTU,6.681688885
2015,LTU,6.816539096
2016,LTU,6.85612964
2017,LTU,6.812863298
2018,LTU,6.755924636
2019,LTU,6.410626457
2020,LTU,6.413853544
1994,LUX,8.979106517
1995,LUX,8.196278998
1996,LUX,7.920586749
1997,LUX,7.669555499
1998,LUX,7.563392872
1999,LUX,7.426827825
2000,LUX,7.208889508
2001,LUX,7.192842382
2002,LUX,7.129976212
2003,LUX,7.390966718
2004,LUX,8.279718862
2005,LUX,7.932128657
2006,LUX,7.451269794
2007,LUX,7.142059116
2008,LUX,7.081843351
2009,LUX,6.626857292
2010,LUX,6.386422188
2011,LUX,6.409629288
2012,LUX,6.178682932
2013,LUX,5.697023446
2014,LUX,5.28855152
2015,LUX,5.11667658
2016,LUX,4.728660369
2017,LUX,4.523976707
2018,LUX,4.380111274
2019,LUX,4.459795192
2020,LUX,3.684583494
1994,LVA,0.092369477
1995,LVA,3.313397846
1996,LVA,5.210117862
1997,LVA,6.597749454
1998,LVA,9.157657819
1999,LVA,7.998892377
2000,LVA,8.483117205
2001,LVA,7.975864381999999
2002,LVA,8.371446362
2003,LVA,8.92019199
2004,LVA,9.249802403286129
2005,LVA,9.254246259209342
2006,LVA,7.950601696069969
2007,LVA,7.375711795364498
2008,LVA,7.586059369491392
2009,LVA,11.996142899115574
2010,LVA,11.580309954081113
2011,LVA,10.767899693270321
2012,LVA,10.606466757902114
2013,LVA,11.243792059999999
2014,LVA,11.774477953409624
2015,LVA,12.23666617984142
2016,LVA,12.107228650497486
2017,LVA,11.73256430630735
2018,LVA,11.192210892037046
2019,LVA,10.640778967506405
2020,LVA,10.350119422091364
2000,MAR,10.75971754
2001,MAR,10.16532173
2002,MAR,9.84855541
2003,MAR,9.515271264
2004,MAR,8.060570935
2005,MAR,7.419439659
2006,MAR,6.642813193
2007,MAR,6.259278929
2008,MAR,5.438877451
2009,MAR,6.471083199
2010,MAR,6.37899877
2011,MAR,6.232447426
2012,MAR,5.922569108
2013,MAR,6.109656601
2014,MAR,6.241191928
2015,MAR,0.798415133
2016,MAR,0.907610781
2017,MAR,0.8558781
2018,MAR,0.892242269
2019,MAR,0.937452846
1994,MDG,2.73091221
1995,MDG,7.19627873
1996,MDG,11.3302285
1997,MDG,10.97703843
1998,MDG,13.84981177
1999,MDG,12.98845301
2000,MDG,13.18633952
2001,MDG,11.31308466
2002,MDG,12.13108374
2003,MDG,11.22096636
2004,MDG,15.46693048
2005,MDG,14.79821917
2006,MDG,17.36162648
2007,MDG,14.99862501
2008,MDG,14.594951
2009,MDG,12.73612333
2010,MDG,13.62794438
2011,MDG,13.467991
2012,MDG,12.76818208
2013,MDG,17.16455839
2014,MDG,14.0215262
2015,MDG,12.69531685
2016,MDG,9.839233713
2017,MDG,9.846622066
2018,MDG,12.44343045
2019,MDG,13.52669947
2007,MDV,1.282834811
2008,MDV,1.23189722
2009,MDV,0.060370812
2010,MDV,2.784963127
2011,MDV,7.837263635
2012,MDV,5.066405322
2013,MDV,4.556407909
2014,MDV,4.491908864
2015,MDV,4.569034815
2016,MDV,4.628293137
2017,MDV,5.369846308
2018,MDV,4.660493446
2019,MDV,5.078364501
1994,MEX,12.36506333
1995,MEX,9.259326372
1996,MEX,8.209557827
1997,MEX,10.03319697
1998,MEX,13.50989968
1999,MEX,14.76226065
2000,MEX,10.46733864
2001,MEX,12.01253825
2002,MEX,13.807332080000002
2003,MEX,10.59780518
2004,MEX,7.131038124
2005,MEX,3.398080397
2006,MEX,-1.406149573
2007,MEX,-1.5419521
2008,MEX,-12.14272705
2009,MEX,2.035352099
2010,MEX,-1.610764665
2011,MEX,-6.139596310999999
2012,MEX,-8.83548673
2013,MEX,-2.580727936
2014,MEX,0.3730213566062795
2015,MEX,8.351483093474759
2016,MEX,9.151967866495765
2017,MEX,6.930298522088354
2018,MEX,5.77597956900714
2019,MEX,7.847349440304018
2020,MEX,7.908631543671872
1994,MLI,17.17839021
1995,MLI,8.675313881
1996,MLI,12.24711798
1997,MLI,17.06172858
1998,MLI,16.8588199
1999,MLI,22.95092877
2000,MLI,16.84436293
2001,MLI,13.64938847
2002,MLI,14.10111471
2003,MLI,12.22532929
2004,MLI,9.600714515
2005,MLI,8.311464847
2006,MLI,7.0131437
2007,MLI,9.829759154
2008,MLI,8.582911963
2009,MLI,6.850637767
2010,MLI,6.750866427
2011,MLI,4.079754709
2012,MLI,6.961251391
2013,MLI,6.039408427
2014,MLI,5.950288244
2015,MLI,10.61181676
2016,MLI,10.16877578
2017,MLI,8.429406816
2018,MLI,6.603117262
2019,MLI,5.656168564
1995,MLT,11.73150781
1996,MLT,12.16948186
1997,MLT,12.82291461
1998,MLT,15.39452549
1999,MLT,14.5637843
2000,MLT,13.01759576
2001,MLT,12.17829781
2002,MLT,10.86613955
2003,MLT,10.71861681
2004,MLT,9.444962012
2005,MLT,9.741569011
2006,MLT,9.988751121
2007,MLT,10.76991298
2008,MLT,10.17503139
2009,MLT,9.749528841
2010,MLT,9.051417761
2011,MLT,9.622738608
2012,MLT,8.865012874
2013,MLT,8.271631579
2014,MLT,8.704749157
2015,MLT,9.097729323
2016,MLT,8.580504023
2017,MLT,8.403727674
2018,MLT,8.202867961
2019,MLT,8.254159274
2020,MLT,7.669872148
1994,MNE,0.0
1995,MNE,0.0
1996,MNE,0.0
1997,MNE,0.0
1998,MNE,0.0
1999,MNE,0.0
2000,MNE,0.0
2010,MNG,7.065410155
2011,MNG,6.712515041
2012,MNG,5.673671995
2013,MNG,6.700513191
2014,MNG,6.242219122
2015,MNG,9.818203144
2016,MNG,10.39245741
2017,MNG,6.217006129
2018,MNG,7.614008705
2019,MNG,7.456661685
1994,MOZ,0.0
1995,MOZ,0.0
1996,MOZ,0.0
1997,MOZ,0.0
1998,MOZ,0.0
1999,MOZ,0.0
2000,MOZ,0.0
2001,MOZ,0.0
2002,MOZ,0.0
2003,MOZ,0.0
2004,MOZ,0.0
2005,MOZ,0.0
2006,MOZ,0.0
2007,MOZ,0.0
2008,MOZ,0.0
2009,MOZ,0.0
2010,MOZ,0.0
2011,MOZ,0.0
2012,MOZ,0.0
2013,MOZ,0.0
2014,MOZ,0.0
2015,MOZ,0.0
2016,MOZ,0.0
2017,MOZ,0.0
2018,MOZ,0.0
2019,MOZ,0.0
2020,MOZ,0.0
2007,MRT,40.43192592
2008,MRT,49.59570852
2009,MRT,53.38704397
2010,MRT,50.38629563
2011,MRT,46.28411369
2012,MRT,41.08566633
2013,MRT,32.50928169
2014,MRT,32.67185532
2015,MRT,46.91694894
2016,MRT,82.01981012
2017,MRT,85.48292342
2018,MRT,9.28074614
2019,MRT,9.069641344
2005,MUS,3.690892677
2006,MUS,4.535597131
2007,MUS,13.17723383
2008,MUS,11.89814307
2009,MUS,12.4495964
2010,MUS,12.34706609
2011,MUS,13.49220316
2012,MUS,13.49322583
2013,MUS,12.75566139
2014,MUS,13.66009027
2015,MUS,13.1854471
2016,MUS,13.11924823
2017,MUS,13.4675663
2018,MUS,14.45563889
2019,MUS,14.69664151
2005,MWI,2.738689564
2006,MWI,2.837687433
2007,MWI,2.650485895
2008,MWI,3.26933957
2009,MWI,4.273875644
2010,MWI,7.256742078
2011,MWI,6.391928926
2012,MWI,5.535738201
2013,MWI,5.430212994
2014,MWI,5.246055576
2015,MWI,4.753377915
2016,MWI,6.907985954
2017,MWI,6.011487683
2018,MWI,5.968350478
2019,MWI,5.839587148
1994,MYS,3.263428567
1995,MYS,3.309100613
1996,MYS,3.271966687
1997,MYS,3.361225919
1998,MYS,3.77747767
1999,MYS,3.875209531
2000,MYS,3.83334138
2001,MYS,3.193911216
2002,MYS,3.075114681
2003,MYS,3.24365366
2004,MYS,2.98382634
2005,MYS,2.572584223
2006,MYS,1.988662934
2007,MYS,1.736099551
2008,MYS,1.559589463
2009,MYS,1.701781428
2010,MYS,1.772491525
2011,MYS,1.574494091
2012,MYS,1.465567683
2013,MYS,1.499354298
2014,MYS,1.499101528
2015,MYS,1.542859155
2016,MYS,1.552657774
2017,MYS,1.528302195
2018,MYS,6.053759336
2019,MYS,5.389628862
2006,NAM,0.950486295
2007,NAM,0.648342617
2008,NAM,0.838386746
2009,NAM,0.591150738
2010,NAM,0.645632385
2011,NAM,0.458050482
2012,NAM,0.538261164
2013,NAM,0.537519239
2014,NAM,0.151323937
2015,NAM,0.653665639
2016,NAM,1.122099586
2017,NAM,0.963534333
2018,NAM,2.311776098
2019,NAM,3.313373017
2000,NER,4.600625206
2001,NER,4.584444216
2002,NER,4.728833132
2003,NER,5.159395437
2004,NER,4.61529913
2005,NER,3.960920876
2006,NER,3.561115264
2007,NER,3.549862868
2008,NER,2.847842125
2009,NER,3.041713045
2010,NER,3.78122535
2011,NER,3.643977584
2012,NER,4.292981883
2013,NER,2.62725475
2014,NER,2.235579496
2015,NER,3.078197983
2016,NER,2.407054606
2017,NER,2.23927688
2018,NER,2.74791879
2019,NER,2.448119172
2010,NGA,0.152135022
2011,NGA,0.091920076
2012,NGA,0.128989329
2013,NGA,0.229005807
2014,NGA,0.182514511
2015,NGA,0.319566739
2016,NGA,0.368455481
2017,NGA,0.30468632
2018,NGA,0.293337139
2019,NGA,0.348745737
1994,NIC,18.74650649
1995,NIC,17.85700958
1996,NIC,17.77997983
1997,NIC,18.08015027
1998,NIC,18.00510253
1999,NIC,19.12180188
2000,NIC,14.60860175
2001,NIC,12.64255741
2002,NIC,12.87892472
2003,NIC,12.14821952
2004,NIC,10.9243188
2005,NIC,9.66713284
2006,NIC,8.494344016
2007,NIC,8.234803987
2008,NIC,7.313739248
2009,NIC,7.357851703
2010,NIC,7.519776858
2011,NIC,6.148413028
2012,NIC,5.939644038
2013,NIC,5.981082443
2014,NIC,5.928047977
2015,NIC,5.745369803
2016,NIC,5.713408664
2017,NIC,5.660873997
2018,NIC,5.713849463
2019,NIC,5.263346309
1994,NLD,8.475475275
1995,NLD,8.768163939
1996,NLD,9.303526528
1997,NLD,9.331850943
1998,NLD,9.490650381000002
1999,NLD,9.604006134
2000,NLD,9.751534551
2001,NLD,9.730558671999999
2002,NLD,9.565639931
2003,NLD,9.810623039
2004,NLD,10.06301597
2005,NLD,10.32916669
2006,NLD,10.23591778
2007,NLD,9.71169948
2008,NLD,9.847621913000001
2009,NLD,10.25875929
2010,NLD,10.14518825
2011,NLD,9.961519607
2012,NLD,9.346220715
2013,NLD,9.190551726
2014,NLD,9.191534628
2015,NLD,9.289229209
2016,NLD,9.078878686
2017,NLD,9.032418411
2018,NLD,9.157570147
2019,NLD,9.359846634
2020,NLD,8.957226831999998
1994,NOR,7.838083209837183
1995,NOR,7.902029212614145
1996,NOR,8.156670143922526
1997,NOR,7.958644438031391
1998,NOR,7.34196828487382
1999,NOR,6.691501629658872
2000,NOR,6.0476991010365495
2001,NOR,6.034937401289337
2002,NOR,6.146830721908818
2003,NOR,6.176070014575317
2004,NOR,6.07455641185319
2005,NOR,5.814410865398459
2006,NOR,5.568736455138525
2007,NOR,5.709673216010069
2008,NOR,5.528443812040813
2009,NOR,5.52578511742888
2010,NOR,5.491555392233819
2011,NOR,5.190054856237258
2012,NOR,4.933645428001567
2013,NOR,5.053447375100208
2014,NOR,5.21579755980361
2015,NOR,4.971015598308925
2016,NOR,5.0336875873200535
2017,NOR,4.729525423160905
2018,NOR,4.316030138592751
2019,NOR,4.270949548386415
2020,NOR,3.8776863069061043
2014,NRU,6.96712727
2015,NRU,6.715755163
2016,NRU,6.166643472
2017,NRU,1.304203142
2018,NRU,6.480509306
2019,NRU,2.313863596
1994,NZL,4.937050912
1995,NZL,4.76452617
1996,NZL,4.809003104
1997,NZL,5.091113611
1998,NZL,4.482738879
1999,NZL,4.392402331
2000,NZL,4.177040111
2001,NZL,4.286574353
2002,NZL,4.767399441
2003,NZL,4.564390292
2004,NZL,4.111847415
2005,NZL,3.856430473
2006,NZL,3.784416633
2007,NZL,3.955282141
2008,NZL,3.874589047
2009,NZL,4.159272703
2010,NZL,4.378269941
2011,NZL,4.315499667
2012,NZL,4.133172987
2013,NZL,4.286117999
2014,NZL,4.310010573
2015,NZL,4.371404557
2016,NZL,4.264567548
2017,NZL,4.069325741
2018,NZL,4.157004227
2019,NZL,3.221701138
2020,NZL,3.176664228
1994,OAVG_A,7.183074474
1995,OAVG_A,7.022768974
1996,OAVG_A,7.255866528
1997,OAVG_A,7.33825779
1998,OAVG_A,7.644956589
1999,OAVG_A,7.630434036
2000,OAVG_A,7.240105629
2001,OAVG_A,7.392726898
2002,OAVG_A,7.622290611
2003,OAVG_A,7.663927555
2004,OAVG_A,7.608865738
2005,OAVG_A,7.428710461
2006,OAVG_A,6.863753796
2007,OAVG_A,6.736227512
2008,OAVG_A,6.363790989
2009,OAVG_A,7.177070618
2010,OAVG_A,7.197282314
2011,OAVG_A,6.901209354
2012,OAVG_A,6.78868866
2013,OAVG_A,6.969489574
2014,OAVG_A,6.932564259
2015,OAVG_A,7.174864769
2016,OAVG_A,7.167099953
2017,OAVG_A,6.857887745
2018,OAVG_A,6.671364784
2019,OAVG_A,6.550889969
2020,OAVG_A,6.386800766
1994,OECD,6.2631156
1995,OECD,6.145697662
1996,OECD,6.177822943
1997,OECD,6.099460291
1998,OECD,6.148366339
1999,OECD,6.198444462
2000,OECD,5.915272404
2001,OECD,6.00010008
2002,OECD,6.315679941
2003,OECD,6.362660346
2004,OECD,6.163147504
2005,OECD,5.94226622
2006,OECD,5.55188922
2007,OECD,5.403480931
2008,OECD,5.203113707
2009,OECD,5.811895557
2010,OECD,5.760173355
2011,OECD,5.606815817
2012,OECD,5.521101443
2013,OECD,5.495676668
2014,OECD,5.406410627
2015,OECD,5.486329709
2016,OECD,5.509085442
2017,OECD,5.146019792
2018,OECD,5.090246105
2019,OECD,5.003812773
2020,OECD,5.094792536
1994,OECDAM,4.606152899
1995,OECDAM,4.125679979
1996,OECDAM,4.129012792
1997,OECDAM,4.097524055
1998,OECDAM,4.145130596
1999,OECDAM,4.151165782
2000,OECDAM,3.844600768
2001,OECDAM,3.937469028
2002,OECDAM,4.286279714
2003,OECDAM,4.131996886
2004,OECDAM,3.806313379
2005,OECDAM,3.440115761
2006,OECDAM,3.056429811
2007,OECDAM,2.983141307
2008,OECDAM,2.45381108
2009,OECDAM,3.489758692
2010,OECDAM,3.227623059
2011,OECDAM,2.93490463
2012,OECDAM,2.73675042
2013,OECDAM,2.819571345
2014,OECDAM,2.908780846
2015,OECDAM,3.292771505
2016,OECDAM,3.368351066
2017,OECDAM,3.060556093
2018,OECDAM,3.09185577
2019,OECDAM,3.147023649
2020,OECDAM,3.189406816
1994,OECDAO,6.990500843
1995,OECDAO,7.004067674
1996,OECDAO,7.174150588
1997,OECDAO,7.246013674
1998,OECDAO,7.458671574
1999,OECDAO,7.560088576
2000,OECDAO,7.368781196
2001,OECDAO,7.569400593
2002,OECDAO,7.65807748
2003,OECDAO,7.677649452
2004,OECDAO,7.428350701
2005,OECDAO,7.283943347
2006,OECDAO,6.966208176
2007,OECDAO,6.874125378
2008,OECDAO,6.813010762
2009,OECDAO,7.076248695
2010,OECDAO,7.08344108
2011,OECDAO,6.889773633
2012,OECDAO,7.002732253
2013,OECDAO,6.734419375
2014,OECDAO,6.218515064
2015,OECDAO,6.006361857
2016,OECDAO,5.930890163
2017,OECDAO,5.176944968
2018,OECDAO,5.02481806
2019,OECDAO,4.910406079
2020,OECDAO,6.210808172
1994,OECDE,7.161585299
1995,OECDE,7.247944907
1996,OECDE,7.287305191
1997,OECDE,7.166001676
1998,OECDE,7.221164395
1999,OECDE,7.30723909
2000,OECDE,7.021357155
2001,OECDE,7.031914371
2002,OECDE,7.308186043
2003,OECDE,7.487285267
2004,OECDE,7.40816611
2005,OECDE,7.334776095
2006,OECDE,6.931163949
2007,OECDE,6.686398257
2008,OECDE,6.639166232
2009,OECDE,6.957301579
2010,OECDE,7.038016336
2011,OECDE,6.978227493
2012,OECDE,6.928242608
2013,OECDE,6.997652857
2014,OECDE,6.940814349
2015,OECDE,6.932428739
2016,OECDE,6.920190879
2017,OECDE,6.662019732
2018,OECDE,6.498434002
2019,OECDE,6.338064075
2020,OECDE,6.200048683
1994,PAN,0.891452444
1995,PAN,0.787348104
1996,PAN,0.677921627
1997,PAN,2.515264547
1998,PAN,6.606433241
1999,PAN,6.74626171
2000,PAN,6.208826177
2001,PAN,6.430835315
2002,PAN,6.869840346
2003,PAN,6.674951012
2004,PAN,5.432078154
2005,PAN,3.643084912
2006,PAN,3.754896152
2007,PAN,3.172977221
2008,PAN,2.616242809
2009,PAN,2.949693976
2010,PAN,2.004517151
2011,PAN,1.590922945
2012,PAN,3.478533802
2013,PAN,3.384667768
2014,PAN,3.94291885
2015,PAN,4.144001079
2016,PAN,4.283241031
2017,PAN,3.965416375
2018,PAN,3.286850309
2019,PAN,3.55611152
1994,PER,8.583359216
1995,PER,7.897619574
1996,PER,7.232515534
1997,PER,7.317589415
1998,PER,7.663047337
1999,PER,8.491328326
2000,PER,8.375570559
2001,PER,8.980671893
2002,PER,11.07264343
2003,PER,10.80103789
2004,PER,9.362685827
2005,PER,6.889620678
2006,PER,5.065963056
2007,PER,4.493652026
2008,PER,2.649839667
2009,PER,4.089959483
2010,PER,3.709619893
2011,PER,3.099341005
2012,PER,2.768163755
2013,PER,2.978254339
2014,PER,2.437657848
2015,PER,2.660733372
2016,PER,2.865289906
2017,PER,3.040987783
2018,PER,2.705160336
2019,PER,3.101528028
1994,PHL,4.579351544
1995,PHL,4.026935752
1996,PHL,4.7120836
1997,PHL,7.198823151
1998,PHL,7.471941235
1999,PHL,6.63080442
2000,PHL,5.811890995
2001,PHL,4.921010252
2002,PHL,4.433019692
2003,PHL,4.051514158
2004,PHL,3.44979149
2005,PHL,3.17450576
2006,PHL,2.178196529
2007,PHL,1.87732816
2008,PHL,1.797634197
2009,PHL,2.032525047
2010,PHL,1.667007322
2011,PHL,2.101668065
2012,PHL,1.651524646
2013,PHL,1.421598297
2014,PHL,1.355154085
2015,PHL,1.307513579
2016,PHL,1.348898316
2017,PHL,1.456637227
2018,PHL,2.162178172
2019,PHL,2.075941442
2000,PNG,0.222163328
2001,PNG,0.176564854
2002,PNG,0.12130896
2003,PNG,0.06922795
2004,PNG,0.130182458
2005,PNG,0.086517444
2006,PNG,0.050027908
2007,PNG,0.051457868
2008,PNG,0.051841077
2009,PNG,0.065181176
2010,PNG,0.066000125
2011,PNG,0.054670692
2012,PNG,0.070522572
2013,PNG,0.069757921
2014,PNG,0.05678698
2015,PNG,0.102791443
2016,PNG,0.051174308
2017,PNG,0.158023592
2018,PNG,0.226380315
2019,PNG,0.275720428
1994,POL,5.225201427078939
1995,POL,4.694152274191081
1996,POL,5.122473082629302
1997,POL,5.0249506414682665
1998,POL,5.295393944199513
