year,geo,disagg,value
2016,JPN,Provision of infrastructure,649.6989085
2016,JPN,Total,728.36089434
2017,JPN,Marketing and promotion,12.53898809
2017,JPN,Miscellaneous support for services to the sector,73.33705559999999
2017,JPN,Provision of infrastructure,630.2556076
2017,JPN,Total,716.1316512899999
2018,JPN,Miscellaneous support for services to the sector,0.6631198405000001
2018,JPN,Provision of infrastructure,724.9170027999999
2018,JPN,Total,725.5801226404999
2010,KOR,Transfers based on input use,7.603221657
2010,KOR,Total,7.603221657
2011,KOR,Transfers based on input use,4.82072482
2011,KOR,Total,4.82072482
2012,KOR,Transfers based on input use,4.413221623999999
2012,KOR,Total,4.413221623999999
2013,KOR,Transfers based on input use,2.31065927
2013,KOR,Total,2.31065927
2014,KOR,Transfers based on input use,2.252473938
2014,KOR,Total,2.252473938
2015,KOR,Transfers based on input use,2.401642086
2015,KOR,Total,2.401642086
2016,KOR,Transfers based on input use,0.9176371922000001
2016,KOR,Total,0.9176371922000001
2017,KOR,Transfers based on input use,0.8641161925999999
2017,KOR,Total,0.8641161925999999
2018,KOR,Transfers based on input use,0.9489305191999999
2018,KOR,Total,0.9489305191999999
2010,LTU,Marketing and promotion,0.1677994854
2010,LTU,Tax exemptions,0.36082000799999997
2010,LTU,Total,0.5286194933999999
2011,LTU,Marketing and promotion,0.3073224539
2011,LTU,Miscellaneous support for services to the sector,0.3172176058
2011,LTU,Tax exemptions,0.3728857162
2011,LTU,Total,0.9974257759
2012,LTU,Marketing and promotion,0.33258143079999997
2012,LTU,Miscellaneous support for services to the sector,0.148370131
2012,LTU,Tax exemptions,0.36413769669999996
2012,LTU,Total,0.8450892584999999
2013,LTU,Marketing and promotion,0.18498210810000001
2013,LTU,Miscellaneous support for services to the sector,0.3445854478
2013,LTU,Tax exemptions,0.41230560729999993
2013,LTU,Transfers based on input use,0.013246291289999998
2013,LTU,Total,0.9551194544899999
2014,LTU,Marketing and promotion,0.1145361303
2014,LTU,Miscellaneous support for services to the sector,0.185709394
2014,LTU,Provision of infrastructure,0.3158072893
2014,LTU,Tax exemptions,0.39209479729999996
2014,LTU,Total,1.0081476109
2015,LTU,Marketing and promotion,0.26941988699999997
2015,LTU,Miscellaneous support for services to the sector,0.6324321486
2015,LTU,Provision of infrastructure,2.04135298
2015,LTU,Tax exemptions,0.3350150811
2015,LTU,Total,3.2782200967
2016,LTU,Marketing and promotion,0.4131700017
2016,LTU,Provision of infrastructure,4.550961042
2016,LTU,Tax exemptions,0.34510613900000003
2016,LTU,Total,5.3092371827000004
2017,LTU,Transfers based on input use,0.4940395173
2017,LTU,Total,0.4940395173
2018,LTU,Marketing and promotion,0.3819504873
2018,LTU,Transfers based on input use,2.5013597940000003
2018,LTU,Total,2.8833102813000004
2019,LTU,Marketing and promotion,0.44775365679999996
2019,LTU,Provision of infrastructure,2.12682987
2019,LTU,Transfers based on input use,1.014121735
2019,LTU,Total,3.5887052617999995
2014,LVA,Miscellaneous support for services to the sector,0.7934892608
2014,LVA,Provision of infrastructure,2.12016625
2014,LVA,Transfers based on input use,0.2610299435
2014,LVA,Total,3.1746854543
2015,LVA,Marketing and promotion,0.09912597154
2015,LVA,Miscellaneous support for services to the sector,2.328212516
2015,LVA,Provision of infrastructure,1.39354674
2015,LVA,Transfers based on input use,0.219824326
2015,LVA,Total,4.04070955354
2016,LVA,Marketing and promotion,0.06618490837
2016,LVA,Miscellaneous support for services to the sector,0.7494364087
2016,LVA,Provision of infrastructure,2.004981077
2016,LVA,Total,2.82060239407
2017,LVA,Marketing and promotion,0.1372781368
2017,LVA,Provision of infrastructure,0.7234025593
2017,LVA,Transfers based on input use,0.08343742693
2017,LVA,Total,0.94411812303
2018,LVA,Marketing and promotion,0.04337181404
2018,LVA,Provision of infrastructure,7.009673394
2018,LVA,Transfers based on input use,0.046996116240000003
2018,LVA,Total,7.10004132428
2010,MEX,Transfers based on input use,81.46056043
2010,MEX,Total,81.46056043
2011,MEX,Transfers based on input use,96.18991117
2011,MEX,Total,96.18991117
2012,MEX,Transfers based on input use,79.22385479
2012,MEX,Total,79.22385479
2013,MEX,Transfers based on input use,80.15431631999999
2013,MEX,Total,80.15431631999999
2014,MEX,Transfers based on input use,55.22652478
2014,MEX,Total,55.22652478
2015,MEX,Transfers based on input use,49.12072172999999
2015,MEX,Total,49.12072172999999
2016,MEX,Marketing and promotion,4.761803792
2016,MEX,Provision of infrastructure,9.813503191999999
2016,MEX,Transfers based on input use,36.671794479999996
2016,MEX,Total,51.247101463999996
2017,MEX,Marketing and promotion,2.003021229
2017,MEX,Provision of infrastructure,9.395123383
2017,MEX,Transfers based on input use,44.72354278
2017,MEX,Total,56.121687392
2018,MEX,Marketing and promotion,4.343481764999999
2018,MEX,Provision of infrastructure,5.0734787
2018,MEX,Transfers based on input use,38.99747913
2018,MEX,Total,48.414439595000005
2011,MYS,Transfers based on input use,526.5751177
2011,MYS,Total,526.5751177
2012,MYS,Transfers based on input use,519.3921378
2012,MYS,Total,519.3921378
2013,MYS,Transfers based on input use,510.03983
2013,MYS,Total,510.03983
2014,MYS,Provision of infrastructure,0.916675323
2014,MYS,Transfers based on input use,338.2531942
2014,MYS,Total,339.169869523
2015,MYS,Provision of infrastructure,0.5120272293
2015,MYS,Transfers based on input use,41.52515228
2015,MYS,Total,42.0371795093
2016,MYS,Marketing and promotion,2.411687924
2016,MYS,Transfers based on input use,18.56999701
2016,MYS,Total,20.981684934
2010,NLD,Tax exemptions,125.93022429999999
2010,NLD,Transfers based on input use,0.5036199779
2010,NLD,Total,126.4338442779
2011,NLD,Tax exemptions,117.5050324
2011,NLD,Transfers based on input use,0.0
2011,NLD,Total,117.5050324
2012,NLD,Tax exemptions,93.3008267
2012,NLD,Transfers based on input use,0.4273436324
2012,NLD,Total,93.7281703324
2013,NLD,Tax exemptions,95.88743181999999
2013,NLD,Transfers based on input use,0.08683154564
2013,NLD,Total,95.97426336563998
2014,NLD,Tax exemptions,95.66039470999999
2014,NLD,Transfers based on input use,6.684473241999999
2014,NLD,Total,102.34486795199999
2015,NLD,Tax exemptions,77.65252909
2015,NLD,Transfers based on input use,0.20593228849999998
2015,NLD,Total,77.8584613785
2016,NLD,Marketing and promotion,0.05861006603
2016,NLD,Tax exemptions,77.40952117
2016,NLD,Transfers based on input use,2.391708705
2016,NLD,Total,79.85983994103
2017,NLD,Marketing and promotion,0.059744754139999995
2017,NLD,Tax exemptions,78.90816584999999
2017,NLD,Transfers based on input use,0.22967912559999998
2017,NLD,Total,79.19758972973999
2018,NLD,Marketing and promotion,0.06963093954
2018,NLD,Tax exemptions,82.61297912
2018,NLD,Transfers based on input use,3.463351469
2018,NLD,Total,86.14596152854001
2010,NOR,Provision of infrastructure,6.28946779
2010,NOR,Tax exemptions,86.75357783
2010,NOR,Total,93.04304562
2011,NOR,Provision of infrastructure,6.780175216
2011,NOR,Tax exemptions,81.02256426
2011,NOR,Total,87.802739476
2012,NOR,Provision of infrastructure,6.534912266999999
2012,NOR,Tax exemptions,83.21866829
2012,NOR,Total,89.75358055699999
2013,NOR,Provision of infrastructure,6.296242635
2013,NOR,Tax exemptions,70.76125877999999
2013,NOR,Total,77.05750141499999
2014,NOR,Provision of infrastructure,4.692244833999999
2014,NOR,Tax exemptions,79.64169214
2014,NOR,Total,84.333936974
2015,NOR,Provision of infrastructure,3.6208888119999996
2015,NOR,Tax exemptions,67.82544759999999
2015,NOR,Total,71.446336412
2016,NOR,Provision of infrastructure,4.202267999
2016,NOR,Tax exemptions,68.55756199999999
2016,NOR,Total,72.75982999899999
2017,NOR,Provision of infrastructure,4.497637394999999
2017,NOR,Tax exemptions,76.57711282
2017,NOR,Total,81.074750215
2018,NOR,Provision of infrastructure,3.9828765219999998
2018,NOR,Tax exemptions,91.14001594
2018,NOR,Total,95.122892462
2012,PER,Marketing and promotion,5.408277382
2012,PER,Miscellaneous support for services to the sector,3.5032811049999997
2012,PER,Provision of infrastructure,2.413555474
2012,PER,Transfers based on input use,4.565750865
2012,PER,Total,15.890864826
2013,PER,Marketing and promotion,11.617531529999999
2013,PER,Miscellaneous support for services to the sector,4.492255083
2013,PER,Provision of infrastructure,9.989251881
2013,PER,Transfers based on input use,1.148097916
2013,PER,Total,27.24713641
2014,PER,Marketing and promotion,3.177434716
2014,PER,Miscellaneous support for services to the sector,3.5845444879999997
2014,PER,Provision of infrastructure,8.894510084
2014,PER,Transfers based on input use,1.08047477
2014,PER,Total,16.736964057999998
2015,PER,Marketing and promotion,12.992912119999998
2015,PER,Miscellaneous support for services to the sector,6.269538658999999
2015,PER,Provision of infrastructure,17.47483728
2015,PER,Transfers based on input use,0.9535212863
2015,PER,Total,37.690809345299996
2016,PER,Marketing and promotion,9.465775662
2016,PER,Miscellaneous support for services to the sector,4.956318549
2016,PER,Provision of infrastructure,2.9267112149999996
2016,PER,Transfers based on input use,0.0
2016,PER,Total,17.348805426000002
2017,PER,Marketing and promotion,9.851560806
2017,PER,Miscellaneous support for services to the sector,4.739002876
2017,PER,Provision of infrastructure,28.74732967
2017,PER,Transfers based on input use,0.0
2017,PER,Total,43.337893351999995
2018,PER,Marketing and promotion,12.386329449999998
2018,PER,Miscellaneous support for services to the sector,24.27960157
2018,PER,Provision of infrastructure,27.83694047
2018,PER,Transfers based on input use,0.0
2018,PER,Total,64.50287149
2010,PHL,Marketing and promotion,0.003934430837
2010,PHL,Provision of infrastructure,0.01083596519
2010,PHL,Transfers based on input use,0.0008594241775
2010,PHL,Total,0.0156298202045
2011,PHL,Marketing and promotion,0.002948351999
2011,PHL,Provision of infrastructure,0.009120880668999999
2011,PHL,Transfers based on input use,0.001222879449
2011,PHL,Total,0.013292112116999998
2012,PHL,Marketing and promotion,0.002962621992
2012,PHL,Provision of infrastructure,0.01123483847
2012,PHL,Transfers based on input use,0.004594301146
2012,PHL,Total,0.018791761607999998
2013,PHL,Marketing and promotion,0.004520014041
2013,PHL,Provision of infrastructure,0.01476797532
2013,PHL,Transfers based on input use,0.0078008806679999996
2013,PHL,Total,0.027088870028999998
2014,PHL,Marketing and promotion,0.0033711887019999996
2014,PHL,Provision of infrastructure,0.014406696779999999
2014,PHL,Transfers based on input use,0.0044683215419999995
2014,PHL,Total,0.022246207024
2015,PHL,Marketing and promotion,0.0031105208059999997
2015,PHL,Provision of infrastructure,0.02363011346
2015,PHL,Transfers based on input use,0.005845527087
2015,PHL,Total,0.032586161353
2016,PHL,Marketing and promotion,0.002644193875
2016,PHL,Provision of infrastructure,0.02156688968
2016,PHL,Transfers based on input use,0.006525744865
2016,PHL,Total,0.030736828419999997
2010,POL,Marketing and promotion,0.38899880659999997
2010,POL,Miscellaneous support for services to the sector,0.08785065636999999
2010,POL,Provision of infrastructure,0.7711897487999999
2010,POL,Tax exemptions,72.13253198999999
2010,POL,Transfers based on input use,0.0
2010,POL,Total,73.38057120177
2011,POL,Marketing and promotion,5.079550426
2011,POL,Miscellaneous support for services to the sector,1.634407888
2011,POL,Provision of infrastructure,16.145602949999997
2011,POL,Tax exemptions,98.993614
2011,POL,Transfers based on input use,3.0535390259999997
2011,POL,Total,124.90671428999998
2012,POL,Marketing and promotion,6.259174747
2012,POL,Miscellaneous support for services to the sector,2.1290942459999997
2012,POL,Provision of infrastructure,36.59798438
2012,POL,Tax exemptions,133.1660083
2012,POL,Transfers based on input use,4.909552951999999
2012,POL,Total,183.061814625
2013,POL,Marketing and promotion,3.531663691
2013,POL,Miscellaneous support for services to the sector,9.559664731
2013,POL,Provision of infrastructure,55.50781679
2013,POL,Tax exemptions,95.11104078
2013,POL,Transfers based on input use,3.779483267
2013,POL,Total,167.48966925899998
2014,POL,Marketing and promotion,1.08510924
2014,POL,Miscellaneous support for services to the sector,2.392321325
2014,POL,Provision of infrastructure,20.865676219999997
2014,POL,Tax exemptions,99.74752070999999
2014,POL,Transfers based on input use,3.967873538
2014,POL,Total,128.05850103299997
2015,POL,Marketing and promotion,1.308575536
2015,POL,Miscellaneous support for services to the sector,28.97327878
2015,POL,Provision of infrastructure,50.95302955
2015,POL,Tax exemptions,120.00648749999999
2015,POL,Transfers based on input use,5.964296337
2015,POL,Total,207.205667703
2016,POL,Tax exemptions,159.2250219
2016,POL,Total,159.2250219
2017,POL,Marketing and promotion,0.0
2017,POL,Miscellaneous support for services to the sector,0.0
2017,POL,Provision of infrastructure,0.0
2017,POL,Tax exemptions,122.87218419999999
2017,POL,Transfers based on input use,0.0
2017,POL,Total,122.87218419999999
2018,POL,Marketing and promotion,2.610153313
2018,POL,Miscellaneous support for services to the sector,7.222914485
2018,POL,Provision of infrastructure,1.8349400439999999
2018,POL,Tax exemptions,185.06942039999998
2018,POL,Transfers based on input use,0.6000601125999999
2018,POL,Total,197.3374883546
2010,PRT,Transfers based on input use,4.288848155
2010,PRT,Total,4.288848155
2011,PRT,Transfers based on input use,2.3515930099999998
2011,PRT,Total,2.3515930099999998
2012,PRT,Transfers based on input use,1.4141314879999998
2012,PRT,Total,1.4141314879999998
2013,PRT,Transfers based on input use,2.0923600689999997
2013,PRT,Total,2.0923600689999997
2014,PRT,Transfers based on input use,5.077110974999999
2014,PRT,Total,5.077110974999999
2015,PRT,Transfers based on input use,5.420775537999999
2015,PRT,Total,5.420775537999999
2016,PRT,Transfers based on input use,6.8689283759999995
2016,PRT,Total,6.8689283759999995
2017,PRT,Transfers based on input use,4.775353851999999
2017,PRT,Total,4.775353851999999
2018,PRT,Transfers based on input use,4.601871936999999
2018,PRT,Total,4.601871936999999
2019,PRT,Transfers based on input use,7.097018346
2019,PRT,Total,7.097018346
2010,SVN,Marketing and promotion,0.05593055099
2010,SVN,Provision of infrastructure,2.7825198799999997
2010,SVN,Tax exemptions,0.09246578285
2010,SVN,Transfers based on input use,0.01374046628
2010,SVN,Total,2.9446566801199996
2011,SVN,Marketing and promotion,0.08815855971
2011,SVN,Provision of infrastructure,3.8897090139999997
2011,SVN,Tax exemptions,0.06991200439
2011,SVN,Transfers based on input use,0.008830414647999999
2011,SVN,Total,4.056609992748
2012,SVN,Marketing and promotion,0.6010274902
2012,SVN,Provision of infrastructure,0.6665553347
2012,SVN,Tax exemptions,0.0562732526
2012,SVN,Transfers based on input use,0.006588687766
2012,SVN,Total,1.3304447652659999
2013,SVN,Marketing and promotion,0.002157181802
2013,SVN,Provision of infrastructure,2.174762913
2013,SVN,Tax exemptions,0.07534288654
2013,SVN,Transfers based on input use,0.009841700578999999
2013,SVN,Total,2.262104681921
2014,SVN,Provision of infrastructure,0.13696561699999998
2014,SVN,Tax exemptions,0.052487853329999994
2014,SVN,Transfers based on input use,0.01347840719
2014,SVN,Total,0.20293187751999997
2015,SVN,Provision of infrastructure,0.3574527621
2015,SVN,Tax exemptions,0.06618330601
2015,SVN,Transfers based on input use,0.004178227446
2015,SVN,Total,0.427814295556
2016,SVN,Provision of infrastructure,0.04865741331
2016,SVN,Tax exemptions,0.06651910739
2016,SVN,Total,0.1151765207
2017,SVN,Provision of infrastructure,0.051853937559999994
2017,SVN,Tax exemptions,0.05731889167
2017,SVN,Transfers based on input use,0.003381778536
2017,SVN,Total,0.11255460776599999
2018,SVN,Marketing and promotion,0.1337218291
2018,SVN,Provision of infrastructure,0.05546871454999999
2018,SVN,Tax exemptions,0.07389730981999999
2018,SVN,Transfers based on input use,0.2206946728
2018,SVN,Total,0.48378252626999996
2010,SWE,Marketing and promotion,0.919815001
2010,SWE,Miscellaneous support for services to the sector,1.15068986
2010,SWE,Provision of infrastructure,2.40261543
2010,SWE,Tax exemptions,31.60192734
2010,SWE,Transfers based on input use,-0.06355718047
2010,SWE,Total,36.01149045053
2011,SWE,Marketing and promotion,0.5922059799999999
2011,SWE,Miscellaneous support for services to the sector,1.5274388479999998
2011,SWE,Provision of infrastructure,1.086059132
2011,SWE,Tax exemptions,34.51902447999999
2011,SWE,Transfers based on input use,0.19437839989999997
2011,SWE,Total,37.919106839899996
2012,SWE,Marketing and promotion,0.42575742009999995
2012,SWE,Miscellaneous support for services to the sector,1.55001091
2012,SWE,Provision of infrastructure,0.2246288611
2012,SWE,Tax exemptions,38.17871307
2012,SWE,Transfers based on input use,0.13791314259999998
2012,SWE,Total,40.517023403799996
2013,SWE,Marketing and promotion,0.8620708399
2013,SWE,Miscellaneous support for services to the sector,3.2674540899999998
2013,SWE,Provision of infrastructure,2.326948339
2013,SWE,Tax exemptions,39.27729779
2013,SWE,Transfers based on input use,0.3841106927
2013,SWE,Total,46.117881751599995
2014,SWE,Marketing and promotion,0.4811177482
2014,SWE,Miscellaneous support for services to the sector,2.579147754
2014,SWE,Provision of infrastructure,0.4715070844
2014,SWE,Tax exemptions,31.50767349
2014,SWE,Transfers based on input use,0.07279923304000001
2014,SWE,Total,35.11224530964
2015,SWE,Marketing and promotion,0.4241479484
2015,SWE,Miscellaneous support for services to the sector,1.633980139
2015,SWE,Tax exemptions,34.045362399999995
2015,SWE,Total,36.103490487399995
2016,SWE,Miscellaneous support for services to the sector,0.0
2016,SWE,Tax exemptions,41.53937772
2016,SWE,Total,41.53937772
2017,SWE,Marketing and promotion,0.1214587895
2017,SWE,Miscellaneous support for services to the sector,0.0
2017,SWE,Provision of infrastructure,0.02805067736
2017,SWE,Tax exemptions,41.65925271
2017,SWE,Transfers based on input use,0.24034803159999998
2017,SWE,Total,42.04911020846
2018,SWE,Marketing and promotion,0.19969409919999997
2018,SWE,Miscellaneous support for services to the sector,0.03762963127
2018,SWE,Provision of infrastructure,0.09292033542
2018,SWE,Tax exemptions,39.27817728
2018,SWE,Transfers based on input use,0.3621205752
2018,SWE,Total,39.97054192109
2012,TUR,Provision of infrastructure,28.12619789
2012,TUR,Tax exemptions,87.03655257999999
2012,TUR,Total,115.16275046999999
2013,TUR,Provision of infrastructure,21.282426289999997
2013,TUR,Tax exemptions,77.87277585999999
2013,TUR,Total,99.15520214999998
2014,TUR,Provision of infrastructure,12.1621206
2014,TUR,Tax exemptions,65.20966890999999
2014,TUR,Total,77.37178950999999
2015,TUR,Provision of infrastructure,12.116567869999999
2015,TUR,Tax exemptions,55.15372085
2015,TUR,Total,67.27028872
2016,TUR,Provision of infrastructure,9.581940043
2016,TUR,Tax exemptions,60.714801279999996
2016,TUR,Total,70.29674132299999
2017,TUR,Provision of infrastructure,15.36985573
2017,TUR,Tax exemptions,47.867379539999995
2017,TUR,Total,63.23723526999999
2018,TUR,Provision of infrastructure,15.56409459
2018,TUR,Tax exemptions,32.42749776
2018,TUR,Total,47.991592350000005
2010,TWN,Miscellaneous support for services to the sector,2.214683471
2010,TWN,Total,2.214683471
2011,TWN,Miscellaneous support for services to the sector,2.575593239
2011,TWN,Total,2.575593239
2012,TWN,Miscellaneous support for services to the sector,2.77375077
2012,TWN,Total,2.77375077
2013,TWN,Miscellaneous support for services to the sector,3.5331302929999997
2013,TWN,Total,3.5331302929999997
2014,TWN,Miscellaneous support for services to the sector,2.876151429
2014,TWN,Total,2.876151429
2015,TWN,Miscellaneous support for services to the sector,2.340745873
2015,TWN,Total,2.340745873
2016,TWN,Miscellaneous support for services to the sector,2.549399678
2016,TWN,Provision of infrastructure,0.03099760665
2016,TWN,Tax exemptions,36.26905964
2016,TWN,Transfers based on input use,0.021698324659999997
2016,TWN,Total,38.87115524931
2017,TWN,Miscellaneous support for services to the sector,2.388321037
2017,TWN,Provision of infrastructure,0.032863749049999995
2017,TWN,Tax exemptions,41.593675340000004
2017,TWN,Transfers based on input use,0.02629099924
2017,TWN,Total,44.04115112529
2018,TWN,Miscellaneous support for services to the sector,2.7662411639999998
2018,TWN,Total,2.7662411639999998
2010,USA,Transfers based on input use,0.5499999999999999
2010,USA,Total,0.5499999999999999
2015,USA,Transfers based on input use,0.34652504999999995
2015,USA,Total,0.34652504999999995
2016,USA,Transfers based on input use,2.4499999999999997
2016,USA,Total,2.4499999999999997
2017,USA,Transfers based on input use,2.6557397999999997
2017,USA,Total,2.6557397999999997
2018,USA,Transfers based on input use,2.6227769999999997
2018,USA,Total,2.6227769999999997
2010,VNM,Provision of infrastructure,38.36982117
2010,VNM,Total,38.36982117
2011,VNM,Provision of infrastructure,22.389577109999998
2011,VNM,Total,22.389577109999998
2012,VNM,Provision of infrastructure,23.370785469999998
2012,VNM,Total,23.370785469999998
2013,VNM,Provision of infrastructure,21.940877399999998
2013,VNM,Total,21.940877399999998
2014,VNM,Marketing and promotion,0.016511099300000002
2014,VNM,Provision of infrastructure,22.44566014
2014,VNM,Total,22.4621712393
2015,VNM,Marketing and promotion,0.01596880667
2015,VNM,Provision of infrastructure,22.94033141
2015,VNM,Total,22.956300216669998
2016,VNM,Marketing and promotion,0.01564915874
2016,VNM,Provision of infrastructure,7.377460548999999
2016,VNM,Total,7.393109707739999
